batch_id,status,class,true_class_cn,confidence,source_path,batch_image_path,batch_label_path,selected_at,annotated_at,notes
batch_004,selected,stain,脏点,0.10229349136352539,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093144对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910093144对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910093144对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=碰伤; classifier_correct=False
batch_004,selected,stain,脏点,0.11280814558267593,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910092718对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910092718对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910092718对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10318222641944885,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093100对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910093100对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910093100对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.11118701845407486,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910091751对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910091751对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910091751对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.10274703055620193,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910094924对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910094924对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910094924对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10900294780731201,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180913105749对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180913105749对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180913105749对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.1076405942440033,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180912095629对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180912095629对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180912095629对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.11280478537082672,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831144125对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180831144125对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180831144125对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.10174693167209625,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180907142325对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180907142325对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180907142325对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.10235589742660522,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910094213对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910094213对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910094213对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=碰伤; classifier_correct=False
batch_004,selected,stain,脏点,0.10821033269166946,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910092250对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910092250对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910092250对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.1107918918132782,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093658对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910093658对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910093658对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.12383661419153214,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180913105243对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180913105243对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180913105243对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=碰伤; classifier_correct=False
batch_004,selected,stain,脏点,0.1063249483704567,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831163035对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180831163035对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180831163035对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.10868024080991745,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180907112012对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180907112012对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180907112012对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10594899952411652,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831144647对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180831144647对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180831144647对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.10420718044042587,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831150301对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180831150301对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180831150301对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.10922782868146896,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910091904对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910091904对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910091904对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.11010950058698654,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910095339对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910095339对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910095339对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=碰伤; classifier_correct=False
batch_004,selected,stain,脏点,0.11298602819442749,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093303对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910093303对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910093303对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.1136101484298706,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093530对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910093530对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910093530对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10407508909702301,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831153120对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180831153120对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180831153120对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.11132121831178665,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910095359对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910095359对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910095359对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=碰伤; classifier_correct=False
batch_004,selected,stain,脏点,0.10901659727096558,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910095059对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910095059对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910095059对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10689736157655716,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180911105054对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180911105054对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180911105054对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.10671830922365189,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910095218对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910095218对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910095218对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.11274386197328568,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180913105430对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180913105430对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180913105430对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=桔皮; classifier_correct=False
batch_004,selected,stain,脏点,0.10848450660705566,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910100019对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910100019对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910100019对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=碰伤; classifier_correct=False
batch_004,selected,stain,脏点,0.10333632677793503,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910094804对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910094804对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910094804对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10567046701908112,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180907153405对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180907153405对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180907153405对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10941389948129654,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910095033对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910095033对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910095033对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.11376997828483582,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831094403对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180831094403对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180831094403对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10913155227899551,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180911140428对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180911140428对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180911140428对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.10549472272396088,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831150937对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180831150937对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180831150937对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.1129249855875969,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180913110612对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180913110612对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180913110612对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.11397375911474228,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093625对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910093625对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910093625对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10557340085506439,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831150421对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180831150421对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180831150421对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=正常/合格品; classifier_correct=False
batch_004,selected,stain,脏点,0.10732291638851166,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910095148对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910095148对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910095148对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10905113816261292,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910094300对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910094300对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910094300对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
batch_004,selected,stain,脏点,0.10111704468727112,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910095458对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910095458对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910095458对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=桔皮; classifier_correct=False
batch_004,selected,stain,脏点,0.10648151487112045,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910094739对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\images\stain__脏点20180910094739对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_004\labels\stain__脏点20180910094739对照样本.txt,2026-06-23T09:32:06,,selected from standard class folders; source class trusted over weak full-screen classifier; classifier_pred=横条压凹; classifier_correct=False
