batch_id,status,class,true_class_cn,confidence,source_path,batch_image_path,batch_label_path,selected_at,annotated_at,notes
batch_002,selected,powder,凸粉,0.789938,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901101741对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901101741对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901101741对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,powder,凸粉,0.625763,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901140917对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901140917对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901140917对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,powder,凸粉,0.647148,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901141803对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901141803对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901141803对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,stain,脏点,0.917504,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093541对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\stain__脏点20180910093541对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\stain__脏点20180910093541对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,stain,脏点,0.963567,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093448对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\stain__脏点20180910093448对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\stain__脏点20180910093448对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,stain,脏点,0.718907,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180907110438对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\stain__脏点20180907110438对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\stain__脏点20180907110438对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,stain,脏点,0.725861,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831144529对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\stain__脏点20180831144529对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\stain__脏点20180831144529对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,stain,脏点,0.975783,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831094225对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\stain__脏点20180831094225对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\stain__脏点20180831094225对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,stain,脏点,0.969966,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093132对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\stain__脏点20180910093132对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\stain__脏点20180910093132对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,stain,脏点,0.932423,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180913110529对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\stain__脏点20180913110529对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\stain__脏点20180913110529对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,stain,脏点,0.974788,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910094900对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\stain__脏点20180910094900对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\stain__脏点20180910094900对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,crack,涂层开裂,0.965698,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905160816对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\crack__涂层开裂20180905160816对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\crack__涂层开裂20180905160816对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,crack,涂层开裂,0.970617,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905150445对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\crack__涂层开裂20180905150445对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\crack__涂层开裂20180905150445对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,crack,涂层开裂,0.982646,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905161432对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\crack__涂层开裂20180905161432对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\crack__涂层开裂20180905161432对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,crack,涂层开裂,0.976800,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905161440对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\crack__涂层开裂20180905161440对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\crack__涂层开裂20180905161440对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,crack,涂层开裂,0.997342,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905155552对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\crack__涂层开裂20180905155552对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\crack__涂层开裂20180905155552对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,crack,涂层开裂,0.801059,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905143712对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\crack__涂层开裂20180905143712对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\crack__涂层开裂20180905143712对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,crack,涂层开裂,0.973331,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905150632对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\crack__涂层开裂20180905150632对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\crack__涂层开裂20180905150632对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,crack,涂层开裂,0.968657,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905150402对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\crack__涂层开裂20180905150402对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\crack__涂层开裂20180905150402对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,transverse_bump,横条压凹,0.994633,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\The transverse strip is dented\横条压凹20180903102731对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\transverse_bump__横条压凹20180903102731对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\transverse_bump__横条压凹20180903102731对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,transverse_bump,横条压凹,0.993046,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\The transverse strip is dented\横条压凹20180903111240对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\transverse_bump__横条压凹20180903111240对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\transverse_bump__横条压凹20180903111240对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,transverse_bump,横条压凹,0.998950,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\The transverse strip is dented\横条压凹20180903105407对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\transverse_bump__横条压凹20180903105407对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\transverse_bump__横条压凹20180903105407对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,transverse_bump,横条压凹,0.962887,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\The transverse strip is dented\横条压凹20180903105700对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\transverse_bump__横条压凹20180903105700对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\transverse_bump__横条压凹20180903105700对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,transverse_bump,横条压凹,0.977347,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\The transverse strip is dented\横条压凹20180903103141对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\transverse_bump__横条压凹20180903103141对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\transverse_bump__横条压凹20180903103141对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,transverse_bump,横条压凹,0.943648,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\The transverse strip is dented\横条压凹20180903111429对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\transverse_bump__横条压凹20180903111429对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\transverse_bump__横条压凹20180903111429对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,transverse_bump,横条压凹,0.998081,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\The transverse strip is dented\横条压凹20180903104209对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\transverse_bump__横条压凹20180903104209对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\transverse_bump__横条压凹20180903104209对照样本.txt,2026-06-22T15:15:30,,
batch_002,selected,transverse_bump,横条压凹,0.982887,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\The transverse strip is dented\横条压凹20180903111348对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\transverse_bump__横条压凹20180903111348对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\transverse_bump__横条压凹20180903111348对照样本.txt,2026-06-22T15:15:30,,
