batch_id,status,class,true_class_cn,confidence,source_path,batch_image_path,batch_label_path,selected_at,annotated_at,notes
batch_001,annotated,stain,脏点,0.934323,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180910093340对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\stain__脏点20180910093340对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\stain__脏点20180910093340对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,stain,脏点,0.754734,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831144031对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\stain__脏点20180831144031对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\stain__脏点20180831144031对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,stain,脏点,0.661116,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180907105943对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\stain__脏点20180907105943对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\stain__脏点20180907105943对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,stain,脏点,0.624379,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831163548对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\stain__脏点20180831163548对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\stain__脏点20180831163548对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,stain,脏点,0.584721,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180831143909对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\stain__脏点20180831143909对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\stain__脏点20180831143909对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,stain,脏点,0.5689,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Dirty spot\脏点20180912095109对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\stain__脏点20180912095109对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\stain__脏点20180912095109对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,powder,凸粉,0.935891,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901140351对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\powder__凸粉20180901140351对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\powder__凸粉20180901140351对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,powder,凸粉,0.799671,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901140150对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\powder__凸粉20180901140150对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\powder__凸粉20180901140150对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,powder,凸粉,0.795938,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901101326对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\powder__凸粉20180901101326对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\powder__凸粉20180901101326对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,powder,凸粉,0.768446,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901101053对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\powder__凸粉20180901101053对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\powder__凸粉20180901101053对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,powder,凸粉,0.76395,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901101040对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\powder__凸粉20180901101040对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\powder__凸粉20180901101040对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,powder,凸粉,0.75562,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901101713对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\powder__凸粉20180901101713对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\powder__凸粉20180901101713对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,powder,凸粉,0.721225,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901141422对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\powder__凸粉20180901141422对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\powder__凸粉20180901141422对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,powder,凸粉,0.682701,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901141814对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\powder__凸粉20180901141814对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\powder__凸粉20180901141814对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,dent,碰伤,0.998642,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905091850对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\dent__碰伤20180905091850对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\dent__碰伤20180905091850对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,dent,碰伤,0.99815,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905091813对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\dent__碰伤20180905091813对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\dent__碰伤20180905091813对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,dent,碰伤,0.998105,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905094451对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\dent__碰伤20180905094451对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\dent__碰伤20180905094451对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,dent,碰伤,0.998049,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905095214对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\dent__碰伤20180905095214对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\dent__碰伤20180905095214对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,dent,碰伤,0.981716,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180907154406对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\dent__碰伤20180907154406对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\dent__碰伤20180907154406对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,dent,碰伤,0.801377,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180907152238对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\dent__碰伤20180907152238对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\dent__碰伤20180907152238对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,dent,碰伤,0.795037,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905091545对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\dent__碰伤20180905091545对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\dent__碰伤20180905091545对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,dent,碰伤,0.724933,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905095710对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\dent__碰伤20180905095710对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\dent__碰伤20180905095710对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,crack,涂层开裂,0.998957,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905154947对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\crack__涂层开裂20180905154947对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\crack__涂层开裂20180905154947对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,crack,涂层开裂,0.998869,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905155457对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\crack__涂层开裂20180905155457对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\crack__涂层开裂20180905155457对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,crack,涂层开裂,0.998022,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905155523对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\crack__涂层开裂20180905155523对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\crack__涂层开裂20180905155523对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,crack,涂层开裂,0.997788,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905155510对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\crack__涂层开裂20180905155510对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\crack__涂层开裂20180905155510对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,crack,涂层开裂,0.997239,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905154917对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\crack__涂层开裂20180905154917对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\crack__涂层开裂20180905154917对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,crack,涂层开裂,0.982326,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905150947对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\crack__涂层开裂20180905150947对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\crack__涂层开裂20180905150947对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,crack,涂层开裂,0.970906,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905161415对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\crack__涂层开裂20180905161415对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\crack__涂层开裂20180905161415对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_001,annotated,crack,涂层开裂,0.967426,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Coating cracking\涂层开裂20180905150934对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\images\crack__涂层开裂20180905150934对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\labelimg_work\labels\crack__涂层开裂20180905150934对照样本.txt,2026-06-22T15:15:30,2026-06-22T15:15:30,bootstrapped from selection_manifest.csv
batch_002,annotated,dent,碰伤,0.996883,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905091646对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\dent__碰伤20180905091646对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\dent__碰伤20180905091646对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,dent,碰伤,0.421089,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180910105717对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\dent__碰伤20180910105717对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\dent__碰伤20180910105717对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,dent,碰伤,0.998763,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905093905对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\dent__碰伤20180905093905对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\dent__碰伤20180905093905对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,dent,碰伤,0.994124,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905094943对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\dent__碰伤20180905094943对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\dent__碰伤20180905094943对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,dent,碰伤,0.456750,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180910105611对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\dent__碰伤20180910105611对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\dent__碰伤20180910105611对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,dent,碰伤,0.997588,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905091422对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\dent__碰伤20180905091422对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\dent__碰伤20180905091422对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,dent,碰伤,0.996493,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905094102对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\dent__碰伤20180905094102对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\dent__碰伤20180905094102对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,dent,碰伤,0.992062,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905095124对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\dent__碰伤20180905095124对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\dent__碰伤20180905095124对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,powder,凸粉,0.543551,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901141019对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901141019对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901141019对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,powder,凸粉,0.790559,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901101501对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901101501对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901101501对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,powder,凸粉,0.694915,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901110602对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901110602对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901110602对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,powder,凸粉,0.631432,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901141824对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901141824对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901141824对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,powder,凸粉,0.777596,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901101641对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901101641对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901101641对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,powder,凸粉,0.789938,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901101741对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901101741对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901101741对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
batch_002,annotated,powder,凸粉,0.625763,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901140917对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\images\powder__凸粉20180901140917对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_002\labels\powder__凸粉20180901140917对照样本.txt,2026-06-22T15:15:30,2026-06-22T16:05:57,
